"block_id","col","row","x_km","y_km","gamma_a","gamma_b","Ii_a","p_a","class_a","Ii_b","p_b","class_b","cluster","strategy"
192,32,5,315,45,0.514182609350509,0.449311583527983,0.702123934725475,0.035,"HH",0.288586217155014,0.101,"Not significant","Others","No cold spot"
193,33,5,325,45,0.41574101369373,0.421361908848859,0.288245462626366,0.035,"HH",0.345026880589391,0.159,"Not significant","Others","No cold spot"
194,34,5,335,45,0.442270478246538,0.475959559785336,0.23659588558028,0.207,"Not significant",0.151000250725989,0.154,"Not significant","Others","No cold spot"
195,35,5,345,45,0.423703403324374,0.514462746579583,0.10365954750402,0.505,"Not significant",0.00630435636911134,0.396,"Not significant","Others","No cold spot"
196,36,5,355,45,0.350248356133451,0.506573441525984,0.00471357083015112,0.91,"Not significant",0.00698426486776898,0.794,"Not significant","Others","No cold spot"
197,37,5,365,45,0.379011114182435,0.535811874245365,-0.0355481695240155,0.702,"Not significant",0.0215381573880444,0.673,"Not significant","Others","No cold spot"
198,38,5,375,45,0.344836694029515,0.616227519668084,-0.0215325173889181,0.467,"Not significant",0.323671450712817,0.211,"Not significant","Others","No cold spot"
199,39,5,385,45,0.263498883423306,0.654409490746659,0.0944150430959708,0.379,"Not significant",0.75330902339465,0.031,"HH","Others","No cold spot"
200,40,5,395,45,0.258150602195753,0.703440508971674,0.120530630157013,0.434,"Not significant",1.26576170860172,0.038,"HH","Others","No cold spot"
201,1,6,5,55,0.388226891866205,0.678965693710834,0.0751083146108758,0.58,"Not significant",0.865940003551708,0.093,"Not significant","Others","No cold spot"
202,2,6,15,55,0.372397923549191,0.625245144814692,0.0433559280404628,0.578,"Not significant",0.59186552104975,0.028,"HH","Others","No cold spot"
203,3,6,25,55,0.358010007964868,0.633833240998168,0.0247683367103655,0.658,"Not significant",0.624748161164433,0.039,"HH","Others","No cold spot"
204,4,6,35,55,0.336247994506159,0.609357028152452,0.000367846185517091,0.981,"Not significant",0.522630090121422,0.03,"HH","Others","No cold spot"
205,5,6,45,55,0.298801251106707,0.618812912094564,0.0170226797575901,0.718,"Not significant",0.520617619975385,0.041,"HH","Others","No cold spot"
206,6,6,55,55,0.268128946570769,0.582047143552371,0.0978331092163489,0.323,"Not significant",0.258862942801707,0.12,"Not significant","Others","No cold spot"
207,7,6,65,55,0.190469613611556,0.564049322142968,0.313675157999232,0.173,"Not significant",0.0992140986153634,0.436,"Not significant","Others","No cold spot"
208,8,6,75,55,0.181300114801065,0.577714881204642,0.347848358083644,0.162,"Not significant",0.0905772587647137,0.572,"Not significant","Others","No cold spot"
209,9,6,85,55,0.222879653711402,0.549890880390907,0.236062454431272,0.166,"Not significant",-0.00424121706597298,0.962,"Not significant","Others","No cold spot"
210,10,6,95,55,0.219638367448828,0.482338549451979,0.208173777721538,0.239,"Not significant",0.0281907662759943,0.748,"Not significant","Others","No cold spot"
211,11,6,105,55,0.187539888688962,0.434944415839594,0.267525053022548,0.258,"Not significant",0.27561304726452,0.207,"Not significant","Others","No cold spot"
212,12,6,115,55,0.231203423010495,0.402601973704705,0.259853177624207,0.104,"Not significant",0.606191473319311,0.047,"LL","Others","Increase quality"
213,13,6,125,55,0.158224086751429,0.304292595229875,0.566167902062885,0.038,"LL",1.59840607931201,0.004,"LL","Cold spot","Increase both"
214,14,6,135,55,0.142680655934452,0.329695047193625,0.801470632547274,0.012,"LL",1.94550603064462,0.001,"LL","Cold spot","Increase both"
215,15,6,145,55,0.0962733296592345,0.273342510302495,1.10818830534424,0.004,"LL",2.41041858074307,0.001,"LL","Cold spot","Increase both"
216,16,6,155,55,0.134552176675588,0.472988326736503,0.970856610578815,0.003,"LL",0.405531704205757,0.002,"LL","Cold spot","Increase both"
217,17,6,165,55,0.105668265082045,0.4350174879004,1.03601257307663,0.009,"LL",0.333780645743291,0.122,"Not significant","Others","Increase quantity"
218,18,6,175,55,0.143761798797386,0.551294592185294,0.841227240258345,0.004,"LL",-0.126548973602314,0.161,"Not significant","Others","Increase quantity"
219,19,6,185,55,0.09768346099674,0.347465225318479,1.05388010131432,0.006,"LL",0.497848581158288,0.246,"Not significant","Others","Increase quantity"
220,20,6,195,55,0.0997556050795723,0.334256978459354,1.17439471578485,0.002,"LL",1.33835680846133,0.003,"LL","Cold spot","Increase both"
221,21,6,205,55,0.0732300870967836,0.340628068984702,1.3642107244939,0.002,"LL",1.63661364640697,0.001,"LL","Cold spot","Increase both"
222,22,6,215,55,0.0667798120794531,0.313281096727811,1.35363342719816,0.005,"LL",1.90062426780298,0.001,"LL","Cold spot","Increase both"
223,23,6,225,55,0.126591350792392,0.381364781460773,0.900953430158732,0.008,"LL",0.693064706368279,0.042,"LL","Cold spot","Increase both"
224,24,6,235,55,0.188555058135047,0.549892162280336,0.482790091695397,0.043,"LL",-0.0560211510910819,0.502,"Not significant","Others","Increase quantity"
225,25,6,245,55,0.2196465269565,0.541135307380086,0.226893127435965,0.209,"Not significant",0.0311439564951795,0.602,"Not significant","Others","No cold spot"
226,26,6,255,55,0.227728538810549,0.530949454425449,0.092930117572088,0.588,"Not significant",0.0318755645704888,0.361,"Not significant","Others","No cold spot"
227,27,6,265,55,0.348475927459446,0.625987523341955,0.00271401235720016,0.952,"Not significant",0.152634463013057,0.572,"Not significant","Others","No cold spot"
228,28,6,275,55,0.441612302916577,0.549775480037611,0.135752142773249,0.474,"Not significant",0.0306108486092586,0.701,"Not significant","Others","No cold spot"
229,29,6,285,55,0.434350384836667,0.494810369339956,0.308725967722277,0.085,"Not significant",0.0160382510901748,0.78,"Not significant","Others","No cold spot"
230,30,6,295,55,0.481642914578614,0.431221821658139,0.666615029175193,0.014,"HH",0.151730231540973,0.472,"Not significant","Others","No cold spot"
231,31,6,305,55,0.612892962259784,0.471667414983977,1.46587458484271,0.002,"HH",0.122789401521753,0.292,"Not significant","Others","No cold spot"
232,32,6,315,55,0.568315428035292,0.465795853683423,1.27719623559811,0.005,"HH",0.148914437381469,0.24,"Not significant","Others","No cold spot"
233,33,6,325,55,0.531237190458891,0.461786641663325,0.931054720485771,0.011,"HH",0.141361740245994,0.316,"Not significant","Others","No cold spot"
234,34,6,335,55,0.496011709474916,0.485147031005852,0.571884003198596,0.041,"HH",0.0491652062617565,0.566,"Not significant","Others","No cold spot"
235,35,6,345,55,0.429922914093768,0.447870210713517,0.226417562027194,0.196,"Not significant",-0.018215975794137,0.912,"Not significant","Others","No cold spot"
236,36,6,355,55,0.341069931591653,0.557009411818146,0.00979690175160187,0.679,"Not significant",0.0558312672955435,0.575,"Not significant","Others","No cold spot"
237,37,6,365,55,0.209866716288048,0.602525897460276,0.0747245393437096,0.695,"Not significant",0.24752825589547,0.265,"Not significant","Others","No cold spot"
238,38,6,375,55,0.170599338021952,0.569204815679001,0.323511235470305,0.218,"Not significant",0.282241718844425,0.031,"HH","Others","No cold spot"
239,39,6,385,55,0.142559029655315,0.711912205220859,0.545453503921417,0.064,"Not significant",1.05116402037503,0.033,"HH","Others","No cold spot"
240,40,6,395,55,0.139845591144007,0.644900407448815,0.651604664400603,0.083,"Not significant",0.834359091078459,0.044,"HH","Others","No cold spot"
241,1,7,5,65,0.515916234504016,0.657634349786876,0.645935493577258,0.098,"Not significant",0.982317117530398,0.033,"HH","Others","No cold spot"
242,2,7,15,65,0.485511769447983,0.628066280023566,0.565282706453976,0.037,"HH",0.807329011457963,0.003,"HH","Hotspot","No cold spot"
243,3,7,25,65,0.509701428047897,0.671984931257921,0.669040665866836,0.024,"HH",0.970732563410938,0.018,"HH","Hotspot","No cold spot"
244,4,7,35,65,0.544055375630147,0.674241772145566,0.625381537274175,0.088,"Not significant",1.1040022666961,0.007,"HH","Others","No cold spot"
245,5,7,45,65,0.409681781353737,0.718964440465896,0.182922274931623,0.188,"Not significant",1.19180159301991,0.028,"HH","Others","No cold spot"
246,6,7,55,65,0.322014493751188,0.619646573272667,-0.00248964404174553,0.733,"Not significant",0.569226558700812,0.032,"HH","Others","No cold spot"
247,7,7,65,65,0.31732102860936,0.594251225065778,0.00620340807170764,0.662,"Not significant",0.311510734430585,0.111,"Not significant","Others","No cold spot"
248,8,7,75,65,0.243919156503926,0.575798141423354,0.0896019418557884,0.522,"Not significant",0.172657180591576,0.229,"Not significant","Others","No cold spot"
249,9,7,85,65,0.287578973554042,0.558677706522397,0.0367163472705779,0.576,"Not significant",0.0814806390349076,0.439,"Not significant","Others","No cold spot"
250,10,7,95,65,0.351129911380119,0.501457816335271,-0.0248282384355566,0.559,"Not significant",-0.00475476297944228,0.901,"Not significant","Others","No cold spot"
251,11,7,105,65,0.298128298753584,0.507098675976246,0.0248072010224489,0.586,"Not significant",0.0103113249195451,0.707,"Not significant","Others","No cold spot"
252,12,7,115,65,0.304148159861049,0.463405450176943,0.0406779439153367,0.276,"Not significant",0.162953035137006,0.239,"Not significant","Others","No cold spot"
253,13,7,125,65,0.187879167453194,0.453119843493248,0.338380282631154,0.163,"Not significant",0.289633131076022,0.078,"Not significant","Others","No cold spot"
254,14,7,135,65,0.126469055077405,0.37892208139801,0.730058138882544,0.035,"LL",0.893769777509684,0.009,"LL","Cold spot","Increase both"
255,15,7,145,65,0.109896341161376,0.337554835008201,0.981742734839669,0.016,"LL",1.16690534932076,0.014,"LL","Cold spot","Increase both"
256,16,7,155,65,0.0692386527362271,0.326205147821267,1.26300322428618,0.006,"LL",1.17389775693981,0.012,"LL","Cold spot","Increase both"
257,17,7,165,65,0.115568129905041,0.439647481589311,1.10853462828249,0.002,"LL",0.445302453586143,0.026,"LL","Cold spot","Increase both"
258,18,7,175,65,0.0751853884937108,0.390067918612494,1.34840520117675,0.006,"LL",0.811302172221512,0.014,"LL","Cold spot","Increase both"
259,19,7,185,65,0.0758271919418461,0.387722575515631,1.41903532208246,0.002,"LL",1.07850822677506,0.001,"LL","Cold spot","Increase both"
260,20,7,195,65,0.0621271996186588,0.350726451279915,1.57635017092895,0.002,"LL",1.7343831169155,0.001,"LL","Cold spot","Increase both"
261,21,7,205,65,0.0407858384718219,0.275635614841429,1.69496731503511,0.002,"LL",2.75080829368133,0.001,"LL","Cold spot","Increase both"
262,22,7,215,65,0.0645769328452537,0.239815449774493,1.50670326544529,0.002,"LL",2.95024220011815,0.002,"LL","Cold spot","Increase both"
263,23,7,225,65,0.084389958644068,0.316154797486435,1.19548315296248,0.005,"LL",1.37873722429767,0.009,"LL","Cold spot","Increase both"
264,24,7,235,65,0.13593379634619,0.479838411311103,0.660474647223585,0.028,"LL",0.0860231737005905,0.373,"Not significant","Others","Increase quantity"
265,25,7,245,65,0.243047126908521,0.573453151463979,0.132801837997405,0.329,"Not significant",0.0581777652696818,0.704,"Not significant","Others","No cold spot"
266,26,7,255,65,0.399974652173528,0.542679335055824,-0.010211257974349,0.94,"Not significant",0.0751170855808475,0.254,"Not significant","Others","No cold spot"
267,27,7,265,65,0.393113263420464,0.598807781443103,0.102102854858261,0.375,"Not significant",0.204940421962157,0.332,"Not significant","Others","No cold spot"
268,28,7,275,65,0.457390770351441,0.536474611991263,0.310634773436135,0.148,"Not significant",0.0414623328902529,0.411,"Not significant","Others","No cold spot"
269,29,7,285,65,0.493249118967845,0.447794851533683,0.63624950312324,0.018,"HH",0.00124414760798811,0.993,"Not significant","Others","No cold spot"
270,30,7,295,65,0.566528534772309,0.495745014584497,1.25738643945538,0.003,"HH",0.0432437291479426,0.452,"Not significant","Others","No cold spot"
271,31,7,305,65,0.625217173004037,0.481184000777229,1.9465041641613,0.001,"HH",0.0927225871297221,0.296,"Not significant","Others","No cold spot"
272,32,7,315,65,0.665118995412188,0.453321066798746,2.28209168013093,0.001,"HH",0.121674917351081,0.484,"Not significant","Others","No cold spot"
273,33,7,325,65,0.615191676809668,0.510693750170769,1.67159899221773,0.001,"HH",0.0109520317891276,0.503,"Not significant","Others","No cold spot"
274,34,7,335,65,0.501684475124337,0.49115032007023,0.813203417938383,0.005,"HH",0.00660984992166524,0.924,"Not significant","Others","No cold spot"
275,35,7,345,65,0.44340937281376,0.583124314610086,0.316812617904604,0.106,"Not significant",0.0487295959781946,0.783,"Not significant","Others","No cold spot"
276,36,7,355,65,0.385386739892348,0.564120985366513,0.0249433509223374,0.802,"Not significant",0.147520338952614,0.224,"Not significant","Others","No cold spot"
277,37,7,365,65,0.223530618945269,0.595434409602187,0.180187154269607,0.273,"Not significant",0.282798974212843,0.154,"Not significant","Others","No cold spot"
278,38,7,375,65,0.18848750784805,0.631908402154869,0.519970044682249,0.03,"LL",0.387115329054054,0.193,"Not significant","Others","Increase quantity"
279,39,7,385,65,0.123045146480248,0.610057379376985,0.974284718708409,0.007,"LL",0.160248606424278,0.517,"Not significant","Others","Increase quantity"
280,40,7,395,65,0.0710292323220469,0.523407828899285,1.31246494472727,0.017,"LL",0.0125893825536603,0.523,"Not significant","Others","Increase quantity"
281,1,8,5,75,0.544294950414578,0.681886217856055,1.13013961738513,0.018,"HH",1.10000763764375,0.036,"HH","Hotspot","No cold spot"
282,2,8,15,75,0.594688192836767,0.632597375092194,1.3898537124135,0.003,"HH",0.811930894551514,0.008,"HH","Hotspot","No cold spot"
283,3,8,25,75,0.583910468446014,0.656132594433504,1.45298970384746,0.001,"HH",0.893181974400289,0.011,"HH","Hotspot","No cold spot"
284,4,8,35,75,0.626824227689425,0.626020916996666,1.45940334929193,0.005,"HH",0.789218824409512,0.009,"HH","Hotspot","No cold spot"
285,5,8,45,75,0.503784169711501,0.664993498265397,0.684069971284167,0.029,"HH",0.971344930020755,0.013,"HH","Hotspot","No cold spot"
286,6,8,55,75,0.487025891139481,0.635237887148679,0.28209615614408,0.306,"Not significant",0.704427282359268,0.029,"HH","Others","No cold spot"
287,7,8,65,75,0.341032186622518,0.599172339625213,0.0112479544901622,0.662,"Not significant",0.415144909502148,0.048,"HH","Others","No cold spot"
288,8,8,75,75,0.331772674788858,0.595227267334544,9.20152762106558e-05,0.994,"Not significant",0.318053407980023,0.107,"Not significant","Others","No cold spot"
289,9,8,85,75,0.352969568141079,0.544263732034269,0.00386815896873542,0.926,"Not significant",0.0924410273814593,0.182,"Not significant","Others","No cold spot"
290,10,8,95,75,0.371049645425212,0.60819178671219,0.0140285245154517,0.833,"Not significant",0.150244052994579,0.515,"Not significant","Others","No cold spot"
291,11,8,105,75,0.31668598665868,0.49799827373535,-0.00545735370573646,0.731,"Not significant",-0.0378198291834102,0.454,"Not significant","Others","No cold spot"
292,12,8,115,75,0.317200963569924,0.593256321445706,0.00298526191227276,0.848,"Not significant",-0.0343764873921911,0.843,"Not significant","Others","No cold spot"
293,13,8,125,75,0.263322138444305,0.487253019728992,0.0992934083936715,0.353,"Not significant",0.0341906266798184,0.669,"Not significant","Others","No cold spot"
294,14,8,135,75,0.201738297309345,0.496021722167805,0.389379973872026,0.061,"Not significant",0.0794184433373508,0.141,"Not significant","Others","No cold spot"
295,15,8,145,75,0.15707421062717,0.480415632622774,0.764584079234007,0.004,"LL",0.202507190442437,0.026,"LL","Cold spot","Increase both"
296,16,8,155,75,0.0764007980721456,0.399209944458505,1.28750039570012,0.002,"LL",0.772738226684181,0.009,"LL","Cold spot","Increase both"
